epoch,acc,val_acc,loss,val_loss,learning_rate,,429
1,0.91666668,0.961352666,0.367272919,0.100133484,0.001,,
2,0.933574895,0.966183583,0.180644177,0.100247943,0.001,,
3,0.956521749,0.966183583,0.144169087,0.09810823,0.001,,
4,0.956521749,0.961352666,0.128676954,0.13056242,0.001,,
5,0.962560395,0.975845416,0.121971264,0.080349261,0.001,,
6,0.967391312,0.942028999,0.081994171,0.172719972,0.001,,
7,0.957729479,0.9710145,0.107074444,0.086139881,0.001,,
8,0.967391312,0.975845416,0.09507751,0.073000674,0.001,,
9,0.956521743,0.975845416,0.111484413,0.068734155,0.001,,
10,0.952898562,0.951690833,0.119622793,0.120986705,0.001,,
11,0.956521749,0.9710145,0.098787425,0.080396621,0.001,,
12,0.96980677,0.980676333,0.097077993,0.061610918,0.001,,
13,0.960144937,0.961352666,0.105464878,0.100812523,0.001,,
14,0.963768125,0.980676333,0.08222414,0.070571187,0.001,,
15,0.974637687,0.980676333,0.071726408,0.064461196,0.001,,
16,0.964975854,0.966183583,0.091273003,0.074077779,0.001,,
17,0.966183583,0.9710145,0.083117973,0.068708657,0.001,,
18,0.977053146,0.961352666,0.069664286,0.072434244,0.001,,
19,0.972222229,0.980676333,0.074231837,0.05163516,0.001,,
20,0.9710145,0.980676333,0.085102444,0.053958534,0.001,,
21,0.972222229,0.975845416,0.087007642,0.060024936,0.001,,
22,0.979468604,0.980676333,0.06698572,0.061376828,0.001,,
23,0.975845416,0.980676333,0.082769885,0.072492237,0.001,,
24,0.96980677,0.98550725,0.077009731,0.053970781,0.001,,
25,0.974637687,0.951690833,0.064908386,0.086469436,0.001,,
26,0.979468604,0.98550725,0.0712422,0.050380277,0.001,,
27,0.981884062,0.975845416,0.057202011,0.064352251,0.001,,
28,0.983091791,0.9710145,0.052868106,0.075828756,0.001,,
29,0.979468604,0.98550725,0.047640049,0.057675502,0.001,,
30,0.978260875,0.980676333,0.036888415,0.045306531,0.001,,
31,0.989130437,0.980676333,0.045876187,0.044561166,0.001,,
32,0.979468604,0.990338167,0.056585471,0.039225466,0.001,,
33,0.980676333,0.98550725,0.063997149,0.04589366,0.001,,
34,0.978260875,0.98550725,0.053061002,0.046253648,0.001,,
35,0.979468604,0.9710145,0.057641503,0.093276044,0.001,,
36,0.974637687,0.980676333,0.069870688,0.043960211,0.001,,
37,0.974637687,0.9710145,0.06711007,0.070065786,0.001,,
38,0.968599041,0.990338167,0.081254983,0.050774122,0.001,,
39,0.979468604,0.98550725,0.052150725,0.052986259,0.001,,
40,0.980676333,0.975845416,0.053832745,0.053870482,0.001,,
41,0.968599041,0.990338167,0.063332828,0.042123423,0.001,,
42,0.974637687,0.975845416,0.074476525,0.046902988,0.001,,
43,0.984299521,0.98550725,0.049539205,0.048089618,0.001,,
44,0.977053146,0.975845416,0.044170037,0.055073139,0.001,,
45,0.973429958,0.975845416,0.056672547,0.052044356,0.001,,
46,0.981884062,0.975845416,0.053625097,0.074402248,0.001,,
47,0.980676333,0.98550725,0.044560245,0.040030156,0.001,,
48,0.987922708,0.975845416,0.051541613,0.056688828,0.001,,
49,0.981884062,0.98550725,0.041688751,0.03599102,0.001,,
50,0.984299521,0.98550725,0.050187961,0.038831123,0.001,,
51,0.979468604,0.980676333,0.053009102,0.03417123,0.001,,
52,0.978260875,0.98550725,0.066478186,0.032843898,0.001,,
53,0.973429958,0.98550725,0.068630913,0.041134567,0.001,,
54,0.979468604,0.980676333,0.059289293,0.039722181,0.001,,
55,0.987922708,0.975845416,0.037791415,0.049378862,0.001,,
