epoch,acc,val_acc,loss,val_loss,learning_rate,,64
1,0.815217382,0.835748772,0.521801753,0.464970026,0.001,,
2,0.844202883,0.835748772,0.452724066,0.502448791,0.001,,
3,0.844202889,0.835748772,0.436809255,0.447394881,0.001,,
4,0.844202889,0.835748772,0.43699839,0.452275743,0.001,,
5,0.844202896,0.835748772,0.435866356,0.4470618,0.001,,
6,0.844202889,0.835748772,0.435180349,0.446364446,0.001,,
7,0.844202896,0.835748772,0.440433916,0.447247369,0.001,,
8,0.844202883,0.835748772,0.439166784,0.457896796,0.001,,
9,0.844202883,0.835748772,0.44178617,0.459589865,0.001,,
10,0.844202883,0.835748772,0.437453803,0.449922863,0.001,,
11,0.844202883,0.835748772,0.434853898,0.44614066,0.001,,
12,0.844202889,0.835748772,0.433680422,0.445538974,0.001,,
13,0.844202883,0.835748772,0.43724417,0.446370625,0.001,,
14,0.844202896,0.835748772,0.443433831,0.447773606,0.001,,
15,0.844202883,0.835748772,0.432977723,0.449289279,0.001,,
16,0.844202896,0.835748772,0.436089085,0.456638452,0.001,,
17,0.844202889,0.835748772,0.434344888,0.445462694,0.001,,
18,0.844202883,0.835748772,0.432376756,0.439399795,0.001,,
19,0.844202889,0.835748772,0.418299307,0.398184833,0.001,,
20,0.844202896,0.835748772,0.372509943,0.511201918,0.001,,
21,0.846618341,0.893719832,0.37922895,0.303311083,0.001,,
22,0.888888909,0.942028999,0.290766961,0.175324665,0.001,,
23,0.878019326,0.874396112,0.345700951,0.349355059,0.001,,
24,0.880434785,0.917874409,0.299334963,0.227561679,0.001,,
25,0.909420305,0.927536243,0.213097359,0.166520215,0.001,,
26,0.920289861,0.903381659,0.172410328,0.17296402,0.001,,
27,0.928743972,0.922705326,0.157608769,0.17794866,0.001,,
28,0.961352666,0.966183583,0.121901723,0.090049771,0.001,,
29,0.958937208,0.961352666,0.095885811,0.09540173,0.001,,
30,0.962560395,0.980676333,0.094377037,0.066411323,0.001,,
31,0.983091791,0.927536249,0.049947518,0.199388106,0.001,,
32,0.932367159,0.966183583,0.194167996,0.091879621,0.001,,
33,0.978260875,0.980676333,0.067991513,0.070586895,0.001,,
34,0.973429958,0.917874416,0.087171631,0.135392022,0.001,,
35,0.973429958,0.966183583,0.071607291,0.065082723,0.001,,
36,0.980676333,0.980676333,0.051184207,0.051899495,0.001,,
37,0.964975854,0.975845416,0.083587097,0.052434376,0.001,,
38,0.979468604,0.990338167,0.059142884,0.042157208,0.001,,
39,0.990338167,0.980676333,0.034861912,0.051994019,0.001,,
40,0.990338167,0.98550725,0.027253397,0.040755261,0.001,,
41,0.996376812,0.98550725,0.014066659,0.064742037,0.001,,
42,0.997584542,0.975845416,0.009515344,0.036481611,0.001,,
43,1,0.980676333,0.002602409,0.063842489,0.001,,
44,0.998792271,0.980676333,0.001768409,0.059707477,0.001,,
45,1,0.975845416,0.001094231,0.080947737,0.001,,
46,1,0.98550725,0.001311076,0.090145876,0.001,,
47,1,0.975845416,0.001167049,0.080316423,0.001,,
48,0.996376812,0.975845416,0.01060125,0.110812621,0.001,,
49,0.996376812,0.98550725,0.008413679,0.068169727,0.001,,
50,1,0.98550725,0.001415406,0.07929312,0.001,,
51,0.998792271,0.980676333,0.004187936,0.121546895,0.001,,
52,0.998792271,0.990338167,0.00375032,0.050993238,0.001,,
53,1,0.980676333,0.000966483,0.102029088,0.001,,
54,0.998792271,0.98550725,0.001547411,0.061427472,0.001,,
55,0.998792271,0.98550725,0.001732848,0.092811841,0.001,,
56,1,0.98550725,0.00101899,0.077624679,0.001,,
57,1,0.990338167,0.002133409,0.076540487,0.001,,
58,1,0.980676333,0.000526807,0.134012178,0.001,,
59,0.998792271,0.98550725,0.001123408,0.0997296,0.001,,
60,0.997584542,0.98550725,0.005124472,0.072622992,0.001,,
61,1,0.980676333,0.001057677,0.087596542,0.001,,
62,1,0.980676333,0.000768557,0.117501765,0.001,,
63,1,0.980676333,0.000308374,0.100954309,0.001,,
64,1,0.995169083,4.94E-05,0.064546357,0.001,,
65,1,0.980676333,8.70E-05,0.087242157,0.001,,
66,1,0.980676333,2.07E-05,0.097466136,0.001,,
67,1,0.980676333,2.65E-05,0.095907486,0.001,,
68,1,0.98550725,2.34E-05,0.090067773,0.001,,
69,1,0.98550725,1.00E-05,0.086649955,0.001,,
70,1,0.98550725,1.18E-05,0.084666768,0.001,,
71,1,0.98550725,2.21E-05,0.08712382,0.001,,
72,1,0.98550725,7.55E-06,0.088019322,0.001,,
73,1,0.98550725,2.39E-05,0.083905619,0.001,,
74,1,0.98550725,7.70E-06,0.081569581,0.001,,
75,1,0.98550725,2.88E-05,0.078902607,0.001,,
76,1,0.98550725,7.10E-06,0.077483354,0.001,,
77,1,0.98550725,7.82E-06,0.078165633,0.001,,
78,1,0.98550725,2.67E-05,0.078341825,0.001,,
79,1,0.990338167,6.12E-06,0.07484736,0.001,,
80,1,0.990338167,6.79E-06,0.074077122,0.001,,
81,1,0.980676333,0.00036803,0.140951234,0.001,,
82,1,0.98550725,0.000422324,0.136132573,0.001,,
83,1,0.98550725,3.72E-05,0.088205205,0.001,,
84,1,0.98550725,0.000105054,0.099893285,0.001,,
