epoch,acc,val_acc,loss,val_loss,learning_rate,,93
1,0.811594188,0.840579695,0.588375148,0.456503625,0.001,,
2,0.828502397,0.840579695,0.503823605,0.445319437,0.001,,
3,0.82850241,0.840579695,0.459973872,0.436952045,0.001,,
4,0.828502403,0.840579695,0.458322446,0.435687552,0.001,,
5,0.82850241,0.840579695,0.450876236,0.413941152,0.001,,
6,0.828502403,0.840579695,0.397536861,0.344701389,0.001,,
7,0.828502403,0.840579695,0.389217519,0.335316964,0.001,,
8,0.828502403,0.840579695,0.35758642,0.335793724,0.001,,
9,0.82850241,0.840579695,0.345755438,0.33840398,0.001,,
10,0.828502403,0.840579695,0.341274801,0.337656809,0.001,,
11,0.828502403,0.840579695,0.357912981,0.364605437,0.001,,
12,0.82850241,0.840579695,0.346138255,0.33116341,0.001,,
13,0.828502403,0.840579695,0.344896798,0.343822499,0.001,,
14,0.82850241,0.840579695,0.344186766,0.342799569,0.001,,
15,0.824879209,0.845410638,0.365784532,0.421127783,0.001,,
16,0.832125591,0.840579695,0.341571245,0.344466339,0.001,,
17,0.828502397,0.840579695,0.3386758,0.334609265,0.001,,
18,0.828502403,0.840579695,0.338307745,0.336527866,0.001,,
19,0.828502403,0.840579695,0.339007119,0.347270701,0.001,,
20,0.830917855,0.840579695,0.346120738,0.340748116,0.001,,
21,0.830917855,0.835748778,0.323479421,0.353023196,0.001,,
22,0.832125591,0.835748805,0.321959668,0.353808228,0.001,,
23,0.830917862,0.835748778,0.322425501,0.333107231,0.001,,
24,0.830917868,0.826086971,0.365900169,0.427339582,0.001,,
25,0.832125584,0.840579695,0.324583812,0.361427456,0.001,,
26,0.832125591,0.840579722,0.32363986,0.337790925,0.001,,
27,0.835748778,0.830917888,0.32692591,0.348328417,0.001,,
28,0.844202889,0.830917862,0.307435547,0.339762646,0.001,,
29,0.851449278,0.840579722,0.307632269,0.343204303,0.001,,
30,0.849033806,0.830917862,0.293507699,0.367151053,0.001,,
31,0.857487917,0.816425112,0.286331279,0.451976357,0.001,,
