epoch,acc,val_acc,loss,val_loss,learning_rate,,204
1,0.708068912,0.739130435,0.679986276,0.573440034,0.001,,
2,0.75339983,0.739130435,0.589946593,0.575972688,0.001,,
3,0.753399834,0.739130435,0.563052013,0.576497676,0.001,,
4,0.753399834,0.739130435,0.558424953,0.582689325,0.001,,
5,0.753399826,0.739130435,0.562858311,0.573528411,0.001,,
6,0.753399826,0.739130435,0.558222735,0.574810209,0.001,,
7,0.753399827,0.739130435,0.55800538,0.571053373,0.001,,
8,0.753399832,0.739130435,0.554731536,0.569031261,0.001,,
9,0.753399826,0.739130435,0.561280309,0.585517293,0.001,,
10,0.753399832,0.739130435,0.5656883,0.573466025,0.001,,
11,0.753399834,0.739130435,0.56014559,0.579592226,0.001,,
12,0.753399824,0.739130435,0.563065567,0.574629793,0.001,,
13,0.753399825,0.739130435,0.558989147,0.57310779,0.001,,
14,0.753399821,0.739130435,0.561665927,0.577039135,0.001,,
15,0.743427016,0.739130435,0.566697843,0.589947988,0.001,,
16,0.753399823,0.739130435,0.565974381,0.576950926,0.001,,
17,0.753399828,0.739130435,0.558741873,0.578876068,0.001,,
18,0.753399829,0.739130435,0.55987311,0.574015488,0.001,,
19,0.753399823,0.739130435,0.559184607,0.574776308,0.001,,
20,0.75339983,0.739130435,0.559535121,0.576042204,0.001,,
21,0.753399826,0.739130435,0.559655235,0.57405456,0.001,,
22,0.753399819,0.739130435,0.559935027,0.575843026,0.001,,
23,0.753399825,0.739130435,0.560737719,0.575550873,0.001,,
24,0.753399821,0.739130435,0.55993246,0.574066698,0.001,,
25,0.753399833,0.739130435,0.560680699,0.575899769,0.001,,
26,0.753399829,0.739130435,0.559602113,0.574049935,0.001,,
27,0.753399832,0.739130435,0.559411076,0.574583671,0.001,,
28,0.753399833,0.739130435,0.559753709,0.574354519,0.001,,
29,0.753399829,0.739130435,0.558548893,0.575301462,0.001,,
30,0.753399833,0.739130435,0.558896438,0.574099331,0.001,,
31,0.753399832,0.739130435,0.559047754,0.574510396,0.001,,
32,0.753399832,0.739130435,0.557742949,0.573974418,0.001,,
33,0.753399826,0.739130435,0.559601866,0.575480084,0.001,,
34,0.753399824,0.739130435,0.559435015,0.574024357,0.001,,
35,0.753399816,0.739130435,0.560842372,0.574369653,0.001,,
36,0.753399827,0.739130435,0.560296639,0.574846255,0.001,,
37,0.753399831,0.739130435,0.559415964,0.575192206,0.001,,
38,0.753399833,0.739130435,0.560153765,0.574500532,0.001,,
39,0.753399818,0.739130435,0.558614818,0.574925063,0.001,,
40,0.753399827,0.739130435,0.558890731,0.573793493,0.001,,
41,0.753399826,0.739130435,0.559283326,0.573912653,0.001,,
